
[command] Kanoon’s Best Amigos | 2021-10-15 08:02:45.958304 | pleumpwr#4479 | jek play YMPL Twopee
[command] Kanoon’s Best Amigos | 2021-10-15 08:03:03.272057 | pp4rosie#2007 | jek alarm
[command] Kanoon’s Best Amigos | 2021-10-15 08:03:12.409776 | pp4rosie#2007 | jek thomas
[command] Kanoon’s Best Amigos | 2021-10-15 08:03:28.163172 | pp4rosie#2007 | jek play shortest video ever
[command] Kanoon’s Best Amigos | 2021-10-15 08:03:42.667073 | pp4rosie#2007 | jek feedback bot die
[command] Kanoon’s Best Amigos | 2021-10-15 08:03:46.256197 | pp4rosie#2007 | jek alarm
[command] Kanoon’s Best Amigos | 2021-10-15 08:03:49.967105 | pp4rosie#2007 | jek join
[command] Kanoon’s Best Amigos | 2021-10-15 08:03:54.842793 | pp4rosie#2007 | jek amogus
[command] Kanoon’s Best Amigos | 2021-10-15 08:03:58.680605 | pp4rosie#2007 | jek clear
[command] Kanoon’s Best Amigos | 2021-10-15 08:04:07.978446 | pleumpwr#4479 | jek thomas
[command] ไม่ขายก๋วยเตี๋ยว | 2021-10-15 08:04:32.207301 | pp4rosie#2007 | jek alarm
[command] Kanoon’s Best Amigos | 2021-10-15 08:04:48.917844 | pp4rosie#2007 | jek alarm
[command] Kanoon’s Best Amigos | 2021-10-15 08:05:12.487600 | pp4rosie#2007 | jek join
[command] Kanoon’s Best Amigos | 2021-10-15 08:05:14.668346 | pp4rosie#2007 | jek alarm
[command] Kanoon’s Best Amigos | 2021-10-15 08:23:57.549038 | ....#6809 | jek play https://youtu.be/C_O-91VJ1I0
[command] Kanoon’s Best Amigos | 2021-10-15 08:24:17.840112 | pp4rosie#2007 | jek alarm
[command] Kanoon’s Best Amigos | 2021-10-15 08:25:37.646159 | pp4rosie#2007 | jek feedback บอทไม่เล่นครับ แก้ด้วย เป็นที่เซิร์ฟ Political Science เซิร์ฟเดียว ขอบคุณครับ
[command] Kanoon’s Best Amigos | 2021-10-15 08:27:03.966557 | pp4rosie#2007 | jek alarm
[command] Kanoon’s Best Amigos | 2021-10-15 08:37:53.422787 | pp4rosie#2007 | jek alarm
[command] Kanoon’s Best Amigos | 2021-10-15 08:38:09.935015 | pp4rosie#2007 | jek thomas
[command] Kanoon’s Best Amigos | 2021-10-15 08:38:18.516337 | pp4rosie#2007 | jek thomas
